pid,name,team,pos,photo,mp,starts,mins,g,a,yc,rc,pen,rating_best,xg,xa,npxg,bc_missed,bc_missed_xg,gk_shots_faced,gk_xgot_faced,gk_goals_conceded,prog_passes,prog_carries,shots,sot,passes,passAcc,keyPasses,touches,tackles,interceptions,aerials,dribbles,fouls,clearances,dispossessed,saves,ga,rating,pass_pct,xg_diff,xa_diff,xgi,npg,fwd_eff,gk_goals_prevented,xt_added_p90
408732,Jesus Vazquez,Valencia,DL,https://images.fotmob.com/image_resources/playerimages/1220187.png,6,4,367,0,0,0,0,0,6.9,0.06,0.05,0.06,0,0.0,0,0.0,0,36,1,2,0,112,92,1,223,12,3,1,4,6,4,5,0,0,6.22,82,-0.06,-0.05,0.11,0,0.0,,0.137
344120,Ander Guevara,Deportivo Alaves,Sub,https://images.fotmob.com/image_resources/playerimages/873827.png,2,0,16,0,0,0,0,0,6.3,0.0,0.0,0.0,0,0.0,0,0.0,0,4,0,0,0,20,18,1,24,1,0,1,0,0,0,0,0,0,6.2,90,0.0,0.0,0.0,0,,,0.1584
409740,Abdel Abqar,Getafe,DC,https://images.fotmob.com/image_resources/playerimages/956921.png,2,1,101,0,0,0,0,0,6.3,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,32,22,0,46,2,1,1,0,1,8,0,0,0,6.2,69,0.0,0.0,0.0,0,,,0.0188
410988,Saba Sazonov,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/1179368.png,3,1,127,0,0,1,0,0,6.5,0.02,0.01,0.02,0,0.0,0,0.0,0,4,0,1,0,44,36,0,63,4,1,1,0,3,5,0,0,0,6.2,82,-0.02,-0.01,0.03,0,,,0.0277
508331,Javi Rodriguez,Celta Vigo,DC,https://images.fotmob.com/image_resources/playerimages/1435439.png,4,3,251,0,0,0,0,0,7.0,0.03,0.03,0.03,0,0.0,0,0.0,0,27,0,1,1,198,179,0,219,5,3,0,0,1,6,0,0,0,6.2,90,-0.03,-0.03,0.06,0,,,0.1026
448009,Diego Villares,Deportivo A Coruña,Sub,https://images.fotmob.com/image_resources/playerimages/988178.png,2,0,69,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,12,0,0,0,52,44,0,66,5,1,2,0,1,2,0,0,0,6.2,85,0.0,0.0,0.0,0,,,0.1282
644082,Marc Santos,Levante,Sub,https://images.fotmob.com/image_resources/playerimages/2141146.png,1,0,31,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,3,2,0,12,1,1,1,0,0,1,0,0,0,6.2,67,0.0,0.0,0.0,0,,,
444264,Facu Gonzalez,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1212179.png,4,2,175,0,0,1,0,0,6.4,0.0,0.0,0.0,0,0.0,0,0.0,0,4,0,0,0,64,52,0,91,4,3,4,0,6,11,0,0,0,6.2,81,0.0,0.0,0.0,0,,,0.0249
469547,Manu Bueno,Sevilla,Sub,https://images.fotmob.com/image_resources/playerimages/1428849.png,2,0,52,0,0,0,0,0,6.3,0.0,0.1,0.0,0,0.0,0,0.0,0,3,0,0,0,11,6,1,19,1,0,0,0,0,0,0,0,0,6.2,55,0.0,-0.1,0.1,0,,,0.0546
381550,Ruben Vargas,Sevilla,Sub,https://images.fotmob.com/image_resources/playerimages/860752.png,1,0,33,0,0,0,0,0,6.2,0.04,0.0,0.04,0,0.0,0,0.0,0,1,0,1,0,6,2,0,10,1,0,0,0,0,1,0,0,0,6.2,33,-0.04,0.0,0.04,0,,,0.0594
422960,Randy Nteka,Rayo Vallecano,FW,https://images.fotmob.com/image_resources/playerimages/915264.png,3,1,166,0,0,0,0,0,6.5,0.8,0.01,0.8,2,0.77,0,0.0,0,4,1,3,1,22,18,0,47,4,0,4,1,3,2,4,0,0,6.2,82,-0.8,-0.01,0.81,0,0.0,,0.0253
605436,Julio Diaz,Sevilla,Sub,https://images.fotmob.com/image_resources/playerimages/1447089.png,3,1,89,0,0,0,0,0,6.3,0.0,0.17,0.0,0,0.0,0,0.0,0,5,0,0,0,17,13,2,39,5,0,2,2,1,0,1,0,0,6.2,76,0.0,-0.17,0.17,0,,,0.0581
513251,Teun Gijselhart,Deportivo A Coruña,Sub,https://images.fotmob.com/image_resources/playerimages/1466558.png,1,0,30,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,4,2,1,8,2,0,0,0,1,2,0,0,0,6.2,50,0.0,0.0,0.0,0,,,0.0357
559489,Hamza Abdelkarim,Barcelona,Sub,https://images.fotmob.com/image_resources/playerimages/1708842.png,1,0,9,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,6.2,,0.0,0.0,0.0,0,,,
404108,Jens Cajuste,Málaga,Sub,https://images.fotmob.com/image_resources/playerimages/801120.png,1,0,9,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,6,5,0,7,1,0,0,0,0,0,0,0,0,6.2,83,0.0,0.0,0.0,0,,,
303908,Giovani Lo Celso,Real Betis,Sub,https://images.fotmob.com/image_resources/playerimages/604126.png,1,0,10,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,3,3,0,8,1,1,0,0,0,0,2,0,0,6.2,100,0.0,0.0,0.0,0,,,
598467,Andres Antanon,Celta Vigo,FWR,https://images.fotmob.com/image_resources/playerimages/1732791.png,1,1,62,0,0,0,0,0,6.2,0.09,0.0,0.09,0,0.0,0,0.0,0,0,0,1,0,14,10,0,23,0,1,1,0,0,1,1,0,0,6.2,71,-0.09,0.0,0.09,0,0.0,,
514695,Aitor Manas,Deportivo Alaves,FW,https://images.fotmob.com/image_resources/playerimages/1553663.png,4,1,110,0,0,0,0,0,6.3,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,8,5,1,30,1,2,3,1,3,3,1,0,0,6.18,62,0.0,0.0,0.0,0,,,
495459,Jon Martin,Real Sociedad,DC,https://images.fotmob.com/image_resources/playerimages/1523234.png,5,4,418,0,0,0,1,0,7.1,0.07,0.05,0.07,0,0.0,0,0.0,0,15,0,2,1,249,231,1,289,11,1,10,0,5,14,1,0,0,6.18,93,-0.07,-0.05,0.12,0,0.0,,0.0349
77417,Nemanja Gudelj,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/178753.png,4,3,304,0,0,1,0,0,6.4,0.15,0.13,0.15,0,0.0,0,0.0,0,8,0,5,0,72,51,1,105,4,4,5,0,6,7,0,0,0,6.18,71,-0.15,-0.13,0.28,0,0.0,,-0.0583
568737,Davinchi,Getafe,DML,https://images.fotmob.com/image_resources/playerimages/1676086.png,3,2,98,0,0,2,0,0,6.6,0.0,0.01,0.0,0,0.0,0,0.0,0,8,0,0,0,25,12,1,51,2,0,1,2,3,4,1,0,0,6.17,48,0.0,-0.01,0.01,0,,,0.1416
366204,Joaquin Munoz,Malaga,ML,https://images.fotmob.com/image_resources/playerimages/951739.png,6,4,329,0,0,0,0,0,6.4,0.1,0.18,0.1,0,0.0,0,0.0,0,21,4,4,0,91,76,3,150,9,1,0,5,4,1,6,0,0,6.17,84,-0.1,-0.18,0.28,0,0.0,,0.0279
541854,Paco Cortes,Levante,AML,https://images.fotmob.com/image_resources/playerimages/1649293.png,3,1,77,0,0,0,0,0,6.3,0.05,0.0,0.05,0,0.0,0,0.0,0,1,0,1,1,15,11,0,27,1,0,0,3,0,0,1,0,0,6.17,73,-0.05,0.0,0.05,0,,,0.0267
486031,Arouna Sangante,Sevilla,DC,https://images.fotmob.com/image_resources/playerimages/1244272.png,3,3,270,0,0,0,1,0,7.0,0.0,0.0,0.0,0,0.0,0,0.0,0,10,0,0,0,112,88,1,141,2,4,9,0,4,11,0,0,0,6.17,79,0.0,0.0,0.0,0,,,0.0375
427001,Hugo Alvarez,Celta Vigo,Sub,https://images.fotmob.com/image_resources/playerimages/1308414.png,4,2,200,0,0,0,0,0,6.5,0.08,0.11,0.08,0,0.0,0,0.0,0,20,0,1,0,78,64,3,105,1,1,0,0,2,0,4,0,0,6.15,82,-0.08,-0.11,0.19,0,0.0,,0.0855
395708,Victor Garcia,Levante,AMR,https://images.fotmob.com/image_resources/playerimages/977618.png,4,2,213,0,0,0,0,0,6.4,0.27,0.09,0.27,1,0.27,0,0.0,0,9,1,1,0,45,37,1,91,3,2,1,1,3,3,6,0,0,6.15,82,-0.27,-0.09,0.36,0,0.0,,0.0388
128967,Joao Cancelo,Barcelona,Sub,https://images.fotmob.com/image_resources/playerimages/361757.png,4,0,59,0,0,0,0,0,6.2,0.02,0.01,0.02,0,0.0,0,0.0,0,10,1,1,0,41,35,0,56,2,0,0,1,0,1,0,0,0,6.15,85,-0.02,-0.01,0.03,0,,,0.1475
478316,Pedro Felipe,Racing Santander,DC,https://images.fotmob.com/image_resources/playerimages/1644302.png,2,1,17,0,0,0,0,0,6.3,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,4,3,0,6,0,0,0,0,0,1,0,0,0,6.15,75,0.0,0.0,0.0,0,,,0.1025
322095,Mouctar Diakhaby,Valencia,DC,https://images.fotmob.com/image_resources/playerimages/561198.png,4,3,300,0,0,2,0,0,6.6,0.09,0.0,0.09,0,0.0,0,0.0,0,17,0,2,0,143,119,0,189,3,6,7,1,1,18,0,0,0,6.15,83,-0.09,0.0,0.09,0,0.0,,0.0492
354526,Hugo Duro,Valencia,FW,https://images.fotmob.com/image_resources/playerimages/929838.png,6,2,199,0,0,0,0,0,6.6,0.11,0.01,0.11,0,0.0,0,0.0,0,2,0,2,0,40,27,2,62,2,1,7,0,1,3,2,0,0,6.15,68,-0.11,-0.01,0.12,0,0.0,,0.0015
415345,Hugo Sotelo,Levante,Sub,https://images.fotmob.com/image_resources/playerimages/1254218.png,4,1,113,0,0,1,0,0,6.7,0.08,0.0,0.08,0,0.0,0,0.0,0,6,0,1,0,29,23,0,46,5,2,0,0,2,1,1,0,0,6.15,79,-0.08,0.0,0.08,0,0.0,,0.0674
300291,Romain Del Castillo,Osasuna,Sub,https://images.fotmob.com/image_resources/playerimages/696263.png,2,0,41,0,0,0,0,0,6.3,0.0,0.03,0.0,0,0.0,0,0.0,0,4,0,0,0,14,14,0,21,1,0,2,0,0,0,0,0,0,6.15,100,0.0,-0.03,0.03,0,,,0.1278
382157,Pol Lozano,Espanyol,Sub,https://images.fotmob.com/image_resources/playerimages/750031.png,3,0,58,0,0,1,0,0,6.3,0.04,0.05,0.04,0,0.0,0,0.0,0,4,0,1,0,25,22,2,31,4,0,0,0,2,1,1,0,0,6.13,88,-0.04,-0.05,0.09,0,,,0.035
478349,Gabriel Moscardo,Espanyol,Sub,https://images.fotmob.com/image_resources/playerimages/1503655.png,4,2,180,0,0,1,0,0,6.7,0.11,0.01,0.11,0,0.0,0,0.0,0,5,0,2,1,56,46,0,95,9,1,7,1,3,6,6,0,0,6.13,82,-0.11,-0.01,0.12,0,0.0,,0.052
399952,Miguel Rodriguez,Deportivo Alavés,Sub,,3,0,26,0,0,0,0,0,6.3,0.0,0.01,0.0,0,0.0,0,0.0,0,4,0,0,0,6,4,2,15,1,0,0,0,0,1,2,0,0,6.13,67,0.0,-0.01,0.01,0,,,0.0932
362602,Gorka Guruzeta,Athletic Club,FW,https://images.fotmob.com/image_resources/playerimages/711231.png,4,2,184,0,0,2,0,0,6.2,0.05,0.21,0.05,0,0.0,0,0.0,0,3,0,2,0,31,19,1,55,5,1,4,0,5,4,0,0,0,6.12,61,-0.05,-0.21,0.26,0,,,0.0424
485481,Maguette Gueye,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1363232.png,4,0,85,0,0,0,0,0,6.3,0.06,0.0,0.06,0,0.0,0,0.0,0,7,0,1,0,34,28,0,47,1,1,1,1,6,3,0,0,0,6.12,82,-0.06,0.0,0.06,0,0.0,,0.0772
75919,Kiko Femenia,Getafe,DMR,,3,3,199,0,0,0,1,0,6.8,0.0,0.16,0.0,0,0.0,0,0.0,0,29,0,0,0,96,90,1,122,2,1,2,0,2,2,2,0,0,6.1,94,0.0,-0.16,0.16,0,,,0.2677
644193,Alvaro Padilla,Elche,Sub,https://images.fotmob.com/image_resources/playerimages/1959218.png,1,0,16,0,0,0,0,0,6.1,0.0,0.0,0.0,0,0.0,0,0.0,0,4,0,0,0,7,7,0,12,0,0,0,1,0,0,1,0,0,6.1,100,0.0,0.0,0.0,0,,,0.1511
129620,Jeremy Toljan,Levante,Sub,https://images.fotmob.com/image_resources/playerimages/443966.png,5,1,201,0,0,1,0,0,6.7,0.0,0.0,0.0,0,0.0,0,0.0,0,15,0,0,0,47,32,0,92,1,1,1,2,1,7,1,0,0,6.1,68,0.0,0.0,0.0,0,,,0.1227
481851,Hugo Rincon,Athletic Club,DR,https://images.fotmob.com/image_resources/playerimages/1427819.png,2,1,116,0,0,0,0,0,6.1,0.0,0.0,0.0,0,0.0,0,0.0,0,9,0,0,0,23,19,0,51,2,1,1,0,1,1,1,0,0,6.1,83,0.0,0.0,0.0,0,,,0.0864
541704,Maroan Sannadi,Athletic Club,Sub,https://images.fotmob.com/image_resources/playerimages/1425206.png,2,0,55,0,0,0,0,0,6.2,0.44,0.0,0.44,1,0.42,0,0.0,0,0,0,2,1,7,4,0,13,0,0,2,0,0,0,0,0,0,6.1,57,-0.44,0.0,0.44,0,0.0,,
448292,Haitam Abaida,Málaga,Sub,https://images.fotmob.com/image_resources/playerimages/1220748.png,2,0,41,0,0,0,0,0,6.2,0.16,0.01,0.16,0,0.0,0,0.0,0,6,1,3,0,9,7,1,26,0,0,0,1,1,0,0,0,0,6.1,78,-0.16,-0.01,0.17,0,0.0,,0.0963
386261,Dani Cardenas,Rayo Vallecano,Sub,https://images.fotmob.com/image_resources/playerimages/1041445.png,3,2,229,0,0,0,0,0,6.3,0.0,0.0,0.0,0,0.0,22,4.34,6,6,0,0,0,63,25,0,93,0,0,0,0,0,3,0,8,0,6.1,40,0.0,0.0,0.0,0,,,0.0382
498812,Abdoulaye Faye,Celta Vigo,DC,https://images.fotmob.com/image_resources/playerimages/1555492.png,1,1,45,0,0,0,0,0,6.1,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,33,32,0,41,2,1,0,0,1,6,0,0,0,6.1,97,0.0,0.0,0.0,0,,,0.0107
448450,Riki Rodriguez,Deportivo A Coruña,ML,https://images.fotmob.com/image_resources/playerimages/970566.png,2,2,116,0,0,0,0,0,6.3,0.0,0.01,0.0,0,0.0,0,0.0,0,5,0,0,0,49,40,0,56,2,1,0,0,2,1,1,0,0,6.1,82,0.0,-0.01,0.01,0,,,0.0387
408942,Alfon Gonzalez,Sevilla,Sub,,1,0,17,0,0,0,0,0,6.1,0.0,0.02,0.0,0,0.0,0,0.0,0,2,0,0,0,2,2,1,5,0,0,0,0,0,0,1,0,0,6.1,100,0.0,-0.02,0.02,0,,,0.3229
452407,Alvaro Fidalgo,Real Betis,Sub,https://images.fotmob.com/image_resources/playerimages/895954.png,2,0,42,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,2,0,0,0,17,16,0,21,5,0,0,0,0,0,0,0,0,6.1,94,0.0,0.0,0.0,0,,,0.0086
323352,Diego Rico,Osasuna,DL,https://images.fotmob.com/image_resources/playerimages/488718.png,1,1,45,0,0,0,0,0,6.1,0.0,0.13,0.0,0,0.0,0,0.0,0,7,0,0,0,21,17,0,40,3,0,1,0,0,3,1,0,0,6.1,81,0.0,-0.13,0.13,0,,,0.5108
605437,Iker Luque,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1586390.png,1,0,26,0,0,0,0,0,6.1,0.06,0.0,0.06,0,0.0,0,0.0,0,1,1,1,0,3,1,0,9,1,0,0,1,0,0,0,0,0,6.1,33,-0.06,0.0,0.06,0,0.0,,0.1766
445649,Endrick,Real Madrid,Sub,https://images.fotmob.com/image_resources/playerimages/1406729.png,1,0,10,0,0,0,0,0,6.1,0.09,0.0,0.09,0,0.0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6.1,,-0.09,0.0,0.09,0,0.0,,
447853,Jonathan Dubasin,Osasuna,MR,https://images.fotmob.com/image_resources/playerimages/1242139.png,6,2,247,0,0,1,0,0,6.5,0.89,0.14,0.89,3,0.86,0,0.0,0,23,0,4,2,105,85,2,157,6,4,3,1,3,1,5,0,0,6.08,81,-0.89,-0.14,1.03,0,0.0,,0.0324
140772,Pere Milla,Espanyol,Sub,https://images.fotmob.com/image_resources/playerimages/593129.png,4,0,59,0,0,1,0,0,6.4,0.01,0.0,0.01,0,0.0,0,0.0,0,0,1,1,0,10,9,0,22,2,0,1,1,1,1,2,0,0,6.08,90,-0.01,0.0,0.01,0,,,0.0149
436617,Alemao,Rayo Vallecano,Sub,https://images.fotmob.com/image_resources/playerimages/924300.png,5,0,142,0,0,1,0,0,6.2,0.53,0.01,0.53,1,0.33,0,0.0,0,4,0,5,2,26,20,0,59,2,0,3,1,4,2,7,0,0,6.08,77,-0.53,-0.01,0.54,0,0.0,,-0.005
546574,Alex Marchal,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/1721611.png,4,0,135,0,0,0,0,0,6.3,0.11,0.39,0.11,0,0.0,0,0.0,0,3,0,3,1,30,25,2,50,4,0,0,1,1,0,3,0,0,6.08,83,-0.11,-0.39,0.5,0,0.0,,0.0956
508035,Izan Merino,Malaga,DMC,https://images.fotmob.com/image_resources/playerimages/1669619.png,6,5,428,0,0,0,0,0,6.4,0.04,0.08,0.04,0,0.0,0,0.0,0,32,0,1,0,266,249,3,290,8,3,0,0,6,6,0,0,0,6.07,94,-0.04,-0.08,0.12,0,,,0.0274
471958,Rafa Rodriguez,Malaga,Sub,https://images.fotmob.com/image_resources/playerimages/1434474.png,3,1,96,0,0,0,0,0,6.1,0.19,0.02,0.19,0,0.0,0,0.0,0,3,1,6,0,45,39,1,65,2,0,0,1,2,1,1,0,0,6.07,87,-0.19,-0.02,0.21,0,0.0,,0.0913
448041,Adria Alti,Deportivo A Coruña,AMR,,3,2,152,0,0,2,1,0,6.7,0.0,0.02,0.0,0,0.0,0,0.0,0,9,0,0,0,28,25,1,52,7,1,1,1,4,3,0,0,0,6.07,89,0.0,-0.02,0.02,0,,,0.065
445292,Tani Oluwaseyi,Villarreal,Sub,https://images.fotmob.com/image_resources/playerimages/1338740.png,4,0,81,0,0,0,0,0,6.6,0.05,0.08,0.05,0,0.0,0,0.0,0,3,0,1,0,19,14,2,36,3,1,2,0,2,2,2,0,0,6.07,74,-0.05,-0.08,0.13,0,,,0.0456
367803,Giorgi Tsitaishvili,Rayo Vallecano,Sub,https://images.fotmob.com/image_resources/playerimages/939061.png,3,2,192,0,0,1,0,0,6.2,0.62,0.22,0.62,1,0.33,0,0.0,0,8,0,6,2,23,21,2,52,3,0,0,0,1,1,2,0,0,6.07,91,-0.62,-0.22,0.84,0,0.0,,0.0518
484251,Sebastian Boselli,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/1414777.png,5,1,141,0,0,1,0,0,6.5,0.0,0.04,0.0,0,0.0,0,0.0,0,10,0,0,0,32,16,0,67,7,2,1,0,5,4,2,0,0,6.06,50,0.0,-0.04,0.04,0,,,0.1521
381674,Sergio Herrera,Osasuna,GK,https://images.fotmob.com/image_resources/playerimages/683762.png,5,5,473,0,0,2,0,0,7.3,0.0,0.01,0.0,0,0.0,25,6.12,8,33,0,0,0,109,78,1,152,1,0,1,1,1,4,0,6,0,6.06,72,0.0,-0.01,0.01,0,,-1.88,0.1188
471047,Mario Martin,Getafe,MC,https://images.fotmob.com/image_resources/playerimages/1321605.png,4,4,350,0,0,4,1,0,6.5,0.54,0.06,0.54,1,0.34,0,0.0,0,12,0,6,2,91,70,1,152,14,3,5,0,8,6,3,0,0,6.05,77,-0.54,-0.06,0.6,0,0.0,,0.002
438351,Martim Neto,Elche,MC,https://images.fotmob.com/image_resources/playerimages/1226189.png,4,2,170,0,0,0,0,0,6.3,0.12,0.15,0.12,0,0.0,0,0.0,0,12,1,3,0,78,68,3,99,1,1,0,4,1,0,3,0,0,6.05,87,-0.12,-0.15,0.27,0,0.0,,0.0868
381643,Aleix Febas,Celta Vigo,MC,https://images.fotmob.com/image_resources/playerimages/671686.png,2,2,168,0,0,0,0,0,6.8,0.02,0.0,0.02,0,0.0,0,0.0,0,9,0,1,1,108,100,0,129,6,0,0,0,5,1,0,0,0,6.05,93,-0.02,0.0,0.02,0,,,0.0224
546268,Oscar Lopez,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/1694764.png,2,0,16,0,0,0,0,0,6.1,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,6,4,0,6,0,0,1,0,0,0,0,0,0,6.05,67,0.0,0.0,0.0,0,,,0.0413
140088,Adama Traore,Deportivo A Coruña,Sub,https://images.fotmob.com/image_resources/playerimages/493647.png,2,0,65,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,4,1,0,0,24,21,0,48,0,0,0,4,0,0,3,0,0,6.05,88,0.0,0.0,0.0,0,,,0.0784
523331,Alberto Risco,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/1637438.png,4,0,80,0,0,0,0,0,6.2,0.11,0.0,0.11,0,0.0,0,0.0,0,4,0,2,0,21,17,0,41,5,1,0,2,2,0,4,0,0,6.03,81,-0.11,0.0,0.11,0,0.0,,0.0033
508339,Ali Houary,Elche,ML,https://images.fotmob.com/image_resources/playerimages/1670281.png,3,3,188,0,0,1,0,0,6.7,1.07,0.01,1.07,2,0.9,0,0.0,0,8,1,5,2,94,75,2,141,3,1,0,5,2,0,8,0,0,6.03,80,-1.07,-0.01,1.08,0,0.0,,-0.0008
448289,Ramon Enriquez,Malaga,Sub,https://images.fotmob.com/image_resources/playerimages/1082957.png,6,0,132,0,0,3,0,0,6.3,0.0,0.02,0.0,0,0.0,0,0.0,0,22,0,0,0,121,110,1,136,1,2,0,1,2,3,0,0,0,6.02,91,0.0,-0.02,0.02,0,,,0.0822
427360,Carlos Martin,Atletico Madrid,MR,https://images.fotmob.com/image_resources/playerimages/1282015.png,1,1,56,0,0,0,0,0,6.0,0.07,0.06,0.07,0,0.0,0,0.0,0,7,0,2,0,20,15,0,28,0,0,1,0,4,0,1,0,0,6.0,75,-0.07,-0.06,0.13,0,0.0,,0.3956
463425,Eneko Jauregi,Malaga,Sub,https://images.fotmob.com/image_resources/playerimages/722830.png,1,0,17,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,4,3,0,8,1,0,0,0,1,0,2,0,0,6.0,75,0.0,0.0,0.0,0,,,
507361,David Mella,Deportivo A Coruña,Sub,https://images.fotmob.com/image_resources/playerimages/1368655.png,2,0,58,0,0,0,0,0,6.1,0.0,0.01,0.0,0,0.0,0,0.0,0,3,0,0,0,11,7,0,25,4,1,1,0,1,1,1,0,0,6.0,64,0.0,-0.01,0.01,0,,,0.1273
511028,Kevin Sanchez,Deportivo A Coruña,Sub,https://images.fotmob.com/image_resources/playerimages/1560023.png,1,0,12,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.0,0,0.0,0.0,0.0,0,,,
430451,Jofre Carreras,Espanyol,Sub,https://images.fotmob.com/image_resources/playerimages/1184777.png,3,0,33,0,0,0,0,0,6.1,0.12,0.0,0.12,0,0.0,0,0.0,0,1,0,2,0,13,8,0,22,0,0,1,0,0,0,2,0,0,6.0,62,-0.12,0.0,0.12,0,0.0,,0.0008
515307,Adama Boiro,Athletic Club,Sub,https://images.fotmob.com/image_resources/playerimages/1331249.png,1,0,24,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,2,0,0,0,8,7,0,14,1,1,0,0,0,1,0,0,0,6.0,88,0.0,0.0,0.0,0,,,0.1798
101613,Ivan Balliu,Rayo Vallecano,DL,https://images.fotmob.com/image_resources/playerimages/264885.png,5,2,243,0,0,0,0,0,6.3,0.0,0.0,0.0,0,0.0,0,0.0,0,19,0,0,0,56,42,0,120,8,2,4,0,2,8,0,0,0,6.0,75,0.0,0.0,0.0,0,,,0.0478
367583,Aihen Munoz,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/999159.png,1,0,24,0,0,0,0,0,6.0,0.0,0.01,0.0,0,0.0,0,0.0,0,6,0,0,0,7,6,0,15,2,0,0,0,0,0,0,0,0,6.0,86,0.0,-0.01,0.01,0,,,0.1186
278721,Borja Mayoral,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/635772.png,2,0,16,0,0,0,0,0,6.1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,6.0,0,0.0,0.0,0.0,0,,,
431570,Juan Carlos Arana,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1225417.png,2,0,16,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,6.0,,0.0,0.0,0.0,0,,,
391317,Julen Lobete,Málaga,Sub,https://images.fotmob.com/image_resources/playerimages/1098594.png,1,0,9,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,6.0,100,0.0,0.0,0.0,0,,,0.1249
505924,Jozhua Vertrouwd,Rayo Vallecano,DL,https://images.fotmob.com/image_resources/playerimages/1255090.png,2,2,129,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,8,0,0,0,36,31,0,60,3,0,0,0,2,3,1,0,0,6.0,86,0.0,0.0,0.0,0,,,0.0439
541871,Jon Gorrotxategi,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/1323827.png,4,0,87,0,0,0,0,0,6.2,0.0,0.0,0.0,0,0.0,0,0.0,0,7,0,0,0,38,34,0,50,0,0,1,0,0,3,1,0,0,6.0,89,0.0,0.0,0.0,0,,,0.0238
637210,Yanis Musuayi,Levante,Sub,https://images.fotmob.com/image_resources/playerimages/1836083.png,1,0,35,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,4,3,0,16,0,0,0,1,2,1,2,0,0,6.0,75,0.0,0.0,0.0,0,,,
323546,Aaron Martin,Racing Santander,Sub,,1,0,7,0,0,0,0,0,6.0,0.0,0.04,0.0,0,0.0,0,0.0,0,3,0,0,0,7,6,0,8,0,0,0,0,0,0,0,0,0,6.0,86,0.0,-0.04,0.04,0,,,0.6403
363982,Harvey Elliott,Valencia,Sub,https://images.fotmob.com/image_resources/playerimages/963964.png,2,0,79,0,0,0,0,0,6.1,0.0,0.02,0.0,0,0.0,0,0.0,0,3,0,0,0,34,26,0,37,2,0,0,0,0,0,0,0,0,6.0,76,0.0,-0.02,0.02,0,,,0.0568
389130,Logan Costa,Villarreal,DC,https://images.fotmob.com/image_resources/playerimages/922877.png,1,1,82,0,0,0,0,0,6.0,0.04,0.03,0.04,0,0.0,0,0.0,0,4,0,1,0,52,48,0,56,0,0,1,0,0,1,0,0,0,6.0,92,-0.04,-0.03,0.07,0,,,0.0435
364114,Juan Berrocal,Málaga,Sub,https://images.fotmob.com/image_resources/playerimages/873838.png,1,0,9,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,6.0,100,0.0,0.0,0.0,0,,,
